Pokemon_Name,Pokemon_Tier,Level,HP_Percent,Status_Effect,Pokeball_Type,Catch_Result
Larvitar,Rare,16,80,None,Ultra Ball,Escaped
Zubat,Common,34,83,None,Poke Ball,Escaped
Snorlax,Rare,47,61,None,Poke Ball,Escaped
Bagon,Rare,50,55,Sleep,Ultra Ball,Caught
Weedle,Common,83,51,Sleep,Great Ball,Escaped
Rattata,Common,9,56,Paralyze,Poke Ball,Caught
Oddish,Common,100,57,None,Poke Ball,Escaped
Weedle,Common,83,35,None,Great Ball,Escaped
Arcanine,Rare,22,96,Sleep,Great Ball,Escaped
Magikarp,Common,75,47,Sleep,Ultra Ball,Caught
Palkia,Legendary,25,58,None,Great Ball,Escaped
Pidgey,Common,79,43,None,Great Ball,Escaped
Poliwag,Common,17,79,None,Ultra Ball,Escaped
Caterpie,Common,77,56,Paralyze,Great Ball,Escaped
Geodude,Common,74,93,Sleep,Ultra Ball,Escaped
Gible,Rare,1,99,Sleep,Poke Ball,Escaped
Gyarados,Rare,41,6,Sleep,Poke Ball,Escaped
Geodude,Common,71,70,None,Ultra Ball,Escaped
Oddish,Common,80,44,Poison,Great Ball,Escaped
Geodude,Common,26,9,Sleep,Ultra Ball,Caught
Rattata,Common,65,36,None,Ultra Ball,Escaped
Pidgey,Common,43,92,None,Ultra Ball,Escaped
Rayquaza,Legendary,48,54,Paralyze,Poke Ball,Escaped
Mewtwo,Legendary,93,18,Paralyze,Ultra Ball,Escaped
Oddish,Common,74,64,None,Ultra Ball,Escaped
Gible,Rare,4,36,None,Ultra Ball,Caught
Scyther,Rare,99,90,Paralyze,Poke Ball,Escaped
Palkia,Legendary,28,13,None,Great Ball,Escaped
Pidgey,Common,93,72,None,Ultra Ball,Escaped
Bidoof,Common,65,34,None,Great Ball,Escaped
Chansey,Rare,57,92,Sleep,Great Ball,Escaped
Rayquaza,Legendary,78,30,Sleep,Great Ball,Escaped
Poliwag,Common,88,40,Paralyze,Ultra Ball,Caught
Geodude,Common,85,48,None,Poke Ball,Escaped
Gyarados,Rare,71,37,Sleep,Great Ball,Escaped
Rattata,Common,89,49,None,Great Ball,Escaped
Snorlax,Rare,22,53,None,Ultra Ball,Escaped
Zapdos,Legendary,62,9,Sleep,Poke Ball,Escaped
Sentret,Common,79,90,Sleep,Ultra Ball,Escaped
Zubat,Common,47,27,None,Poke Ball,Escaped
Gible,Rare,88,24,None,Great Ball,Escaped
Weedle,Common,38,79,Paralyze,Great Ball,Escaped
Gible,Rare,77,85,Poison,Poke Ball,Escaped
Zubat,Common,40,96,None,Great Ball,Escaped
Zigzagoon,Common,25,33,None,Poke Ball,Escaped
Sentret,Common,45,12,None,Great Ball,Escaped
Chansey,Rare,67,62,None,Ultra Ball,Escaped
Aerodactyl,Rare,78,76,Paralyze,Ultra Ball,Escaped
Magikarp,Common,62,12,Sleep,Great Ball,Caught
Geodude,Common,96,29,Paralyze,Ultra Ball,Caught
Poliwag,Common,13,8,None,Ultra Ball,Caught
Oddish,Common,79,49,None,Great Ball,Escaped
Lapras,Rare,99,78,Sleep,Great Ball,Escaped
Geodude,Common,37,41,None,Ultra Ball,Caught
Poliwag,Common,47,41,None,Poke Ball,Escaped
Caterpie,Common,32,93,None,Poke Ball,Escaped
Snorlax,Rare,76,20,Paralyze,Ultra Ball,Caught
Magikarp,Common,14,61,Paralyze,Great Ball,Caught
Geodude,Common,76,83,None,Ultra Ball,Escaped
Dialga,Legendary,40,9,Sleep,Poke Ball,Escaped
Caterpie,Common,62,17,Poison,Great Ball,Caught
Bagon,Rare,20,45,Sleep,Poke Ball,Escaped
Sentret,Common,88,36,Paralyze,Poke Ball,Escaped
Zubat,Common,70,14,None,Poke Ball,Escaped
Poliwag,Common,92,40,Poison,Great Ball,Escaped
Magikarp,Common,6,77,None,Great Ball,Escaped
Larvitar,Rare,46,13,Paralyze,Poke Ball,Escaped
Geodude,Common,45,49,None,Great Ball,Escaped
Magikarp,Common,20,4,Paralyze,Ultra Ball,Caught
Poliwag,Common,99,50,Poison,Poke Ball,Escaped
Sentret,Common,14,36,None,Poke Ball,Escaped
Lapras,Rare,60,65,Paralyze,Great Ball,Escaped
Snorlax,Rare,19,35,Sleep,Poke Ball,Escaped
Magikarp,Common,14,35,Paralyze,Great Ball,Caught
Oddish,Common,91,71,None,Poke Ball,Escaped
Mewtwo,Legendary,35,22,Poison,Ultra Ball,Escaped
Arcanine,Rare,80,34,None,Great Ball,Escaped
Magikarp,Common,75,37,None,Great Ball,Escaped
Dratini,Rare,3,19,None,Great Ball,Escaped
Rayquaza,Legendary,40,11,Sleep,Ultra Ball,Escaped
Beldum,Rare,62,6,Paralyze,Ultra Ball,Caught
Weedle,Common,87,32,Sleep,Ultra Ball,Caught
Weedle,Common,37,24,Sleep,Ultra Ball,Caught
Zigzagoon,Common,29,72,Poison,Poke Ball,Escaped
Zigzagoon,Common,35,7,Sleep,Great Ball,Caught
Groudon,Legendary,70,27,Paralyze,Great Ball,Escaped
Sentret,Common,12,10,Paralyze,Ultra Ball,Caught
Snorlax,Rare,100,56,Sleep,Great Ball,Escaped
Rattata,Common,69,53,Poison,Ultra Ball,Escaped
Sentret,Common,15,67,Paralyze,Ultra Ball,Caught
Poliwag,Common,2,100,Sleep,Ultra Ball,Caught
Rattata,Common,69,27,Sleep,Ultra Ball,Caught
Weedle,Common,34,40,Sleep,Poke Ball,Caught
Sentret,Common,36,2,None,Poke Ball,Caught
Sentret,Common,58,32,Paralyze,Ultra Ball,Caught
Zigzagoon,Common,18,18,Paralyze,Ultra Ball,Caught
Bidoof,Common,95,8,None,Ultra Ball,Caught
Magikarp,Common,67,40,Sleep,Poke Ball,Escaped
Magikarp,Common,67,22,None,Poke Ball,Escaped
Pidgey,Common,89,97,Sleep,Poke Ball,Escaped
Lugia,Legendary,44,84,Sleep,Great Ball,Escaped
Poliwag,Common,37,100,Paralyze,Ultra Ball,Caught
Oddish,Common,9,64,None,Ultra Ball,Escaped
Zigzagoon,Common,72,52,None,Great Ball,Escaped
Beldum,Rare,14,56,Sleep,Ultra Ball,Caught
Sentret,Common,78,76,Poison,Poke Ball,Escaped
Geodude,Common,36,48,None,Great Ball,Escaped
Gyarados,Rare,83,33,None,Ultra Ball,Escaped
Sentret,Common,52,68,None,Ultra Ball,Escaped
Gyarados,Rare,54,74,None,Great Ball,Escaped
Gyarados,Rare,5,81,Poison,Great Ball,Escaped
Poliwag,Common,78,42,Sleep,Ultra Ball,Caught
Lapras,Rare,100,75,None,Great Ball,Escaped
Caterpie,Common,47,40,Poison,Great Ball,Escaped
Pidgey,Common,14,20,None,Great Ball,Caught
Poliwag,Common,13,12,Poison,Ultra Ball,Caught
Bagon,Rare,86,48,Sleep,Poke Ball,Escaped
Bagon,Rare,23,23,Paralyze,Great Ball,Caught
Larvitar,Rare,55,18,None,Great Ball,Escaped
Magikarp,Common,72,36,Poison,Ultra Ball,Escaped
Palkia,Legendary,13,13,None,Poke Ball,Escaped
Mewtwo,Legendary,26,13,Sleep,Great Ball,Escaped
Zigzagoon,Common,23,11,None,Ultra Ball,Caught
Beldum,Rare,65,54,None,Ultra Ball,Escaped
Rayquaza,Legendary,73,83,Sleep,Poke Ball,Escaped
Bagon,Rare,77,37,Poison,Great Ball,Escaped
Lugia,Legendary,86,14,None,Poke Ball,Escaped
Zigzagoon,Common,2,85,None,Great Ball,Escaped
Poliwag,Common,12,14,Poison,Poke Ball,Caught
Oddish,Common,23,72,Sleep,Great Ball,Caught
Magikarp,Common,38,30,None,Ultra Ball,Caught
Palkia,Legendary,63,28,None,Poke Ball,Escaped
Pidgey,Common,48,12,None,Great Ball,Escaped
Sentret,Common,62,37,Poison,Great Ball,Escaped
Geodude,Common,9,20,None,Poke Ball,Caught
Arcanine,Rare,27,1,Paralyze,Ultra Ball,Caught
Beldum,Rare,65,13,None,Great Ball,Escaped
Pidgey,Common,19,23,None,Ultra Ball,Caught
Bidoof,Common,6,78,None,Ultra Ball,Escaped
Dratini,Rare,21,92,None,Great Ball,Escaped
Scyther,Rare,100,61,None,Great Ball,Escaped
Zigzagoon,Common,15,70,None,Poke Ball,Escaped
Gible,Rare,55,38,Poison,Ultra Ball,Caught
Caterpie,Common,40,47,Paralyze,Ultra Ball,Caught
Mewtwo,Legendary,61,91,None,Ultra Ball,Escaped
Magikarp,Common,26,61,None,Poke Ball,Escaped
Caterpie,Common,53,48,None,Ultra Ball,Escaped
Rayquaza,Legendary,77,91,None,Poke Ball,Escaped
Poliwag,Common,54,6,Paralyze,Ultra Ball,Caught
Pidgey,Common,9,65,None,Ultra Ball,Caught
Zubat,Common,51,48,None,Great Ball,Escaped
Larvitar,Rare,12,64,Paralyze,Great Ball,Escaped
Lapras,Rare,35,9,None,Great Ball,Escaped
Gible,Rare,58,62,None,Great Ball,Escaped
Poliwag,Common,2,63,Sleep,Ultra Ball,Caught
Magikarp,Common,5,64,Paralyze,Great Ball,Caught
Geodude,Common,15,94,None,Poke Ball,Escaped
Chansey,Rare,17,83,None,Poke Ball,Escaped
Sentret,Common,72,47,None,Ultra Ball,Escaped
Poliwag,Common,74,91,Paralyze,Ultra Ball,Caught
Zigzagoon,Common,56,10,None,Poke Ball,Caught
Bagon,Rare,72,60,Poison,Poke Ball,Escaped
Sentret,Common,59,67,Sleep,Ultra Ball,Caught
Pidgey,Common,58,17,None,Poke Ball,Caught
Arcanine,Rare,14,54,None,Poke Ball,Escaped
Snorlax,Rare,56,12,None,Ultra Ball,Escaped
Magikarp,Common,54,88,Sleep,Ultra Ball,Caught
Geodude,Common,10,78,None,Ultra Ball,Caught
Arcanine,Rare,27,16,None,Poke Ball,Escaped
Pidgey,Common,68,70,None,Ultra Ball,Escaped
Rattata,Common,29,80,Poison,Great Ball,Escaped
Rattata,Common,66,63,Paralyze,Poke Ball,Escaped
Bidoof,Common,65,76,None,Ultra Ball,Escaped
Larvitar,Rare,32,1,Paralyze,Poke Ball,Escaped
Rattata,Common,81,38,None,Poke Ball,Escaped
Pidgey,Common,48,14,None,Poke Ball,Escaped
Groudon,Legendary,50,21,None,Ultra Ball,Escaped
Giratina,Legendary,42,64,None,Great Ball,Escaped
Scyther,Rare,39,93,None,Great Ball,Escaped
Geodude,Common,52,35,Paralyze,Ultra Ball,Caught
Gyarados,Rare,100,84,Sleep,Ultra Ball,Escaped
Lugia,Legendary,16,11,None,Ultra Ball,Escaped
Aerodactyl,Rare,75,54,Paralyze,Poke Ball,Escaped
Arcanine,Rare,99,72,Paralyze,Great Ball,Escaped
Sentret,Common,82,61,Sleep,Poke Ball,Escaped
Poliwag,Common,15,50,Sleep,Ultra Ball,Caught
Gible,Rare,50,39,None,Poke Ball,Escaped
Sentret,Common,86,19,Paralyze,Ultra Ball,Caught
Magikarp,Common,25,35,Paralyze,Great Ball,Caught
Pidgey,Common,51,11,Paralyze,Poke Ball,Caught
Geodude,Common,94,22,None,Great Ball,Escaped
Ho-Oh,Legendary,95,56,None,Poke Ball,Escaped
Weedle,Common,53,44,Paralyze,Great Ball,Caught
Bidoof,Common,24,48,None,Great Ball,Escaped
Scyther,Rare,97,54,None,Ultra Ball,Escaped
Poliwag,Common,17,90,Poison,Poke Ball,Escaped
Geodude,Common,54,83,None,Poke Ball,Escaped
Poliwag,Common,6,10,None,Great Ball,Caught
Sentret,Common,8,86,None,Ultra Ball,Caught
Bidoof,Common,54,72,None,Great Ball,Escaped
Lapras,Rare,18,60,Sleep,Poke Ball,Escaped
Rattata,Common,86,67,None,Poke Ball,Escaped
Oddish,Common,7,98,Paralyze,Ultra Ball,Caught
Rattata,Common,72,56,None,Poke Ball,Escaped
Zapdos,Legendary,23,39,None,Great Ball,Escaped
Zigzagoon,Common,12,92,Sleep,Great Ball,Escaped
Geodude,Common,80,18,None,Poke Ball,Escaped
Oddish,Common,10,10,None,Great Ball,Caught
Dratini,Rare,62,72,Paralyze,Great Ball,Escaped
Oddish,Common,2,58,None,Poke Ball,Escaped
Rattata,Common,65,81,None,Poke Ball,Escaped
Zubat,Common,81,71,None,Poke Ball,Escaped
Magikarp,Common,14,73,Sleep,Ultra Ball,Caught
Oddish,Common,3,8,Paralyze,Poke Ball,Caught
Magikarp,Common,5,51,Paralyze,Ultra Ball,Caught
Groudon,Legendary,4,90,Poison,Great Ball,Escaped
Poliwag,Common,27,75,None,Poke Ball,Escaped
Gyarados,Rare,24,99,None,Great Ball,Escaped
Caterpie,Common,48,14,Paralyze,Poke Ball,Caught
Rattata,Common,24,88,None,Great Ball,Escaped
Rattata,Common,1,93,None,Great Ball,Escaped
Bidoof,Common,54,60,Sleep,Great Ball,Escaped
Zubat,Common,6,95,None,Poke Ball,Escaped
Beldum,Rare,86,24,Poison,Great Ball,Escaped
Poliwag,Common,32,14,None,Poke Ball,Caught
Larvitar,Rare,44,53,Paralyze,Ultra Ball,Caught
Snorlax,Rare,41,96,None,Great Ball,Escaped
Ho-Oh,Legendary,16,22,None,Great Ball,Escaped
Rattata,Common,36,55,None,Poke Ball,Escaped
Beldum,Rare,27,93,None,Poke Ball,Escaped
Bidoof,Common,72,89,None,Great Ball,Escaped
Palkia,Legendary,87,11,None,Great Ball,Escaped
Pidgey,Common,49,63,Paralyze,Poke Ball,Escaped
Rattata,Common,60,38,None,Great Ball,Escaped
Poliwag,Common,78,69,Sleep,Poke Ball,Escaped
Zubat,Common,85,47,None,Poke Ball,Escaped
Mewtwo,Legendary,23,51,None,Ultra Ball,Escaped
Rattata,Common,27,35,None,Great Ball,Escaped
Zubat,Common,49,75,Sleep,Ultra Ball,Caught
Pidgey,Common,48,17,None,Poke Ball,Escaped
Oddish,Common,74,39,Sleep,Ultra Ball,Caught
Zapdos,Legendary,37,60,None,Poke Ball,Escaped
Scyther,Rare,98,26,Poison,Ultra Ball,Escaped
Sentret,Common,10,61,Poison,Ultra Ball,Caught
Snorlax,Rare,46,45,None,Great Ball,Escaped
Rattata,Common,20,56,Sleep,Great Ball,Escaped
Caterpie,Common,8,87,None,Ultra Ball,Caught
Caterpie,Common,81,55,Sleep,Ultra Ball,Caught
Magikarp,Common,30,35,Paralyze,Poke Ball,Caught
Dratini,Rare,70,59,None,Ultra Ball,Escaped
Weedle,Common,52,28,None,Great Ball,Escaped
Weedle,Common,14,94,Paralyze,Ultra Ball,Caught
Poliwag,Common,85,43,Sleep,Poke Ball,Escaped
Sentret,Common,63,83,None,Great Ball,Escaped
Geodude,Common,88,79,None,Poke Ball,Escaped
Magikarp,Common,52,94,Paralyze,Great Ball,Caught
Beldum,Rare,90,85,None,Ultra Ball,Escaped
Zigzagoon,Common,95,95,None,Poke Ball,Escaped
Aerodactyl,Rare,55,61,Poison,Great Ball,Escaped
Chansey,Rare,82,37,Paralyze,Great Ball,Escaped
Rattata,Common,53,65,Paralyze,Ultra Ball,Caught
Arcanine,Rare,28,31,Sleep,Great Ball,Caught
Weedle,Common,98,83,Sleep,Great Ball,Escaped
Poliwag,Common,91,67,Sleep,Poke Ball,Escaped
Lapras,Rare,95,95,None,Ultra Ball,Escaped
Caterpie,Common,48,49,Sleep,Great Ball,Escaped
Larvitar,Rare,78,89,Sleep,Great Ball,Escaped
Lapras,Rare,78,87,None,Ultra Ball,Escaped
Caterpie,Common,97,38,None,Poke Ball,Escaped
Zigzagoon,Common,42,45,None,Great Ball,Escaped
Caterpie,Common,46,95,Sleep,Great Ball,Caught
Zigzagoon,Common,58,1,None,Ultra Ball,Caught
Snorlax,Rare,1,30,None,Great Ball,Escaped
Rattata,Common,8,26,None,Ultra Ball,Caught
Magikarp,Common,15,84,None,Ultra Ball,Caught
Arcanine,Rare,80,13,Paralyze,Great Ball,Caught
Oddish,Common,71,16,Poison,Great Ball,Caught
Geodude,Common,25,75,None,Poke Ball,Escaped
Poliwag,Common,83,41,Paralyze,Great Ball,Caught
Geodude,Common,52,60,Paralyze,Poke Ball,Escaped
Zubat,Common,20,15,Sleep,Poke Ball,Caught
Zigzagoon,Common,50,58,Poison,Ultra Ball,Caught
Pidgey,Common,8,69,Paralyze,Poke Ball,Escaped
Magikarp,Common,87,12,Poison,Ultra Ball,Caught
Oddish,Common,19,72,Paralyze,Great Ball,Caught
Caterpie,Common,4,59,None,Great Ball,Escaped
Bagon,Rare,73,84,Paralyze,Great Ball,Escaped
Rattata,Common,63,5,Sleep,Poke Ball,Caught
Sentret,Common,82,26,None,Great Ball,Escaped
Rattata,Common,81,67,Sleep,Ultra Ball,Caught
Poliwag,Common,60,25,Sleep,Great Ball,Escaped
Rattata,Common,76,53,None,Ultra Ball,Escaped
Zigzagoon,Common,14,73,None,Poke Ball,Escaped
Geodude,Common,79,95,None,Great Ball,Escaped
Sentret,Common,65,62,None,Great Ball,Escaped
Oddish,Common,1,21,None,Great Ball,Caught
Arcanine,Rare,16,33,Sleep,Great Ball,Caught
Snorlax,Rare,60,100,Paralyze,Poke Ball,Escaped
Gible,Rare,60,3,None,Ultra Ball,Escaped
Rattata,Common,41,66,Sleep,Poke Ball,Escaped
Pidgey,Common,74,70,Sleep,Ultra Ball,Caught
Magikarp,Common,85,48,Sleep,Ultra Ball,Caught
Lapras,Rare,2,97,None,Ultra Ball,Escaped
Bidoof,Common,70,96,None,Great Ball,Escaped
Geodude,Common,46,79,Paralyze,Ultra Ball,Caught
Gible,Rare,42,67,Poison,Great Ball,Escaped
Zigzagoon,Common,12,83,None,Ultra Ball,Caught
Snorlax,Rare,25,7,None,Poke Ball,Escaped
Articuno,Legendary,91,4,None,Ultra Ball,Escaped
Dialga,Legendary,99,36,None,Great Ball,Escaped
Zubat,Common,68,60,None,Poke Ball,Escaped
Arceus,Legendary,19,59,Poison,Great Ball,Escaped
Rattata,Common,20,74,None,Great Ball,Escaped
Zubat,Common,42,34,Sleep,Poke Ball,Caught
Zubat,Common,81,48,Poison,Great Ball,Escaped
Zigzagoon,Common,62,78,Sleep,Great Ball,Escaped
Scyther,Rare,65,95,Paralyze,Ultra Ball,Escaped
Oddish,Common,4,16,None,Great Ball,Caught
Chansey,Rare,40,47,Paralyze,Ultra Ball,Caught
Bagon,Rare,19,58,Sleep,Great Ball,Escaped
Magikarp,Common,23,25,Poison,Ultra Ball,Caught
Oddish,Common,60,76,None,Poke Ball,Escaped
Caterpie,Common,20,67,None,Poke Ball,Escaped
Arcanine,Rare,40,100,Sleep,Poke Ball,Escaped
Magikarp,Common,86,84,Paralyze,Ultra Ball,Caught
Gyarados,Rare,35,43,Paralyze,Great Ball,Caught
Sentret,Common,10,98,Poison,Poke Ball,Escaped
Zigzagoon,Common,19,93,Poison,Ultra Ball,Caught
Sentret,Common,58,30,None,Ultra Ball,Caught
Rattata,Common,16,49,None,Great Ball,Caught
Sentret,Common,90,40,None,Ultra Ball,Escaped
Magikarp,Common,78,90,None,Poke Ball,Escaped
Geodude,Common,47,9,Sleep,Great Ball,Caught
Articuno,Legendary,99,73,Paralyze,Ultra Ball,Escaped
Rattata,Common,61,55,None,Great Ball,Escaped
Larvitar,Rare,22,54,None,Poke Ball,Escaped
Poliwag,Common,7,96,None,Great Ball,Escaped
Rattata,Common,71,17,None,Great Ball,Caught
Lapras,Rare,4,8,Sleep,Great Ball,Caught
Zapdos,Legendary,8,61,Sleep,Great Ball,Escaped
Pidgey,Common,1,9,None,Ultra Ball,Caught
Pidgey,Common,100,97,None,Great Ball,Escaped
Magikarp,Common,34,26,None,Poke Ball,Escaped
Zubat,Common,89,56,Sleep,Ultra Ball,Caught
Rattata,Common,12,45,None,Poke Ball,Escaped
Poliwag,Common,100,12,Paralyze,Great Ball,Caught
Bidoof,Common,95,27,None,Ultra Ball,Escaped
Arcanine,Rare,77,63,Paralyze,Great Ball,Escaped
Bagon,Rare,35,51,Sleep,Great Ball,Escaped
Snorlax,Rare,81,46,None,Great Ball,Escaped
Ho-Oh,Legendary,36,70,Sleep,Great Ball,Escaped
Bidoof,Common,20,81,Sleep,Great Ball,Caught
Rattata,Common,55,15,None,Poke Ball,Escaped
Rattata,Common,30,94,Poison,Poke Ball,Escaped
Magikarp,Common,58,71,None,Poke Ball,Escaped
Dialga,Legendary,88,69,None,Poke Ball,Escaped
Magikarp,Common,82,92,Sleep,Poke Ball,Escaped
Poliwag,Common,74,44,None,Poke Ball,Escaped
Snorlax,Rare,99,69,Sleep,Great Ball,Escaped
Zigzagoon,Common,82,72,Paralyze,Poke Ball,Escaped
Sentret,Common,23,57,None,Poke Ball,Escaped
Lapras,Rare,33,81,None,Great Ball,Escaped
Bidoof,Common,84,78,Paralyze,Great Ball,Escaped
Bagon,Rare,27,40,Sleep,Ultra Ball,Caught
Geodude,Common,54,30,Sleep,Poke Ball,Escaped
Magikarp,Common,1,7,None,Great Ball,Caught
Poliwag,Common,18,42,Paralyze,Great Ball,Caught
Aerodactyl,Rare,76,21,Paralyze,Poke Ball,Escaped
Rattata,Common,51,84,Paralyze,Ultra Ball,Caught
Aerodactyl,Rare,87,12,Poison,Poke Ball,Escaped
Zigzagoon,Common,92,24,Sleep,Ultra Ball,Caught
Caterpie,Common,85,98,Paralyze,Ultra Ball,Caught
Bagon,Rare,65,69,Sleep,Great Ball,Escaped
Rayquaza,Legendary,89,5,Paralyze,Great Ball,Escaped
Rattata,Common,52,54,None,Poke Ball,Escaped
Magikarp,Common,91,7,Paralyze,Poke Ball,Escaped
Arcanine,Rare,69,52,Poison,Great Ball,Escaped
Geodude,Common,94,74,None,Ultra Ball,Escaped
Weedle,Common,22,66,None,Great Ball,Escaped
Kyogre,Legendary,51,18,None,Ultra Ball,Escaped
Bidoof,Common,70,80,None,Poke Ball,Escaped
Geodude,Common,49,46,None,Poke Ball,Escaped
Poliwag,Common,59,52,None,Great Ball,Escaped
Bidoof,Common,83,35,Paralyze,Great Ball,Escaped
Bidoof,Common,19,45,None,Poke Ball,Escaped
Weedle,Common,11,79,Paralyze,Great Ball,Caught
Pidgey,Common,72,54,None,Poke Ball,Escaped
Gyarados,Rare,32,75,Paralyze,Great Ball,Escaped
Oddish,Common,19,73,Sleep,Ultra Ball,Caught
Bidoof,Common,69,88,Poison,Poke Ball,Escaped
Weedle,Common,74,70,Paralyze,Poke Ball,Escaped
Magikarp,Common,100,99,None,Poke Ball,Escaped
Chansey,Rare,86,2,Sleep,Poke Ball,Escaped
Scyther,Rare,77,10,None,Poke Ball,Escaped
Zubat,Common,64,57,None,Ultra Ball,Escaped
Pidgey,Common,75,32,None,Poke Ball,Escaped
Magikarp,Common,44,62,Sleep,Great Ball,Escaped
Oddish,Common,12,79,Paralyze,Great Ball,Escaped
Pidgey,Common,1,20,Paralyze,Great Ball,Caught
Zigzagoon,Common,42,58,Poison,Great Ball,Escaped
Geodude,Common,48,48,Paralyze,Ultra Ball,Caught
Weedle,Common,20,46,None,Poke Ball,Escaped
Poliwag,Common,78,95,Sleep,Great Ball,Escaped
Bidoof,Common,73,76,None,Ultra Ball,Escaped
Geodude,Common,53,71,Sleep,Great Ball,Escaped
Lapras,Rare,60,12,None,Great Ball,Escaped
Weedle,Common,70,41,Paralyze,Poke Ball,Escaped
Pidgey,Common,76,48,Sleep,Great Ball,Escaped
Groudon,Legendary,32,30,None,Great Ball,Escaped
Weedle,Common,80,78,Paralyze,Ultra Ball,Caught
Dialga,Legendary,66,23,None,Great Ball,Escaped
Magikarp,Common,84,57,None,Great Ball,Escaped
Oddish,Common,77,72,Poison,Great Ball,Escaped
Larvitar,Rare,46,1,None,Poke Ball,Escaped
Sentret,Common,95,81,None,Great Ball,Escaped
Geodude,Common,90,35,Paralyze,Great Ball,Caught
Arcanine,Rare,51,74,Sleep,Great Ball,Escaped
Geodude,Common,3,45,None,Poke Ball,Caught
Zapdos,Legendary,72,97,None,Poke Ball,Escaped
Pidgey,Common,4,19,None,Ultra Ball,Caught
Beldum,Rare,53,28,Paralyze,Great Ball,Escaped
Rattata,Common,99,39,None,Poke Ball,Escaped
Geodude,Common,51,98,Paralyze,Great Ball,Escaped
Dratini,Rare,95,90,Sleep,Ultra Ball,Escaped
Weedle,Common,49,58,Paralyze,Great Ball,Caught
Weedle,Common,71,22,Sleep,Ultra Ball,Caught
Kyogre,Legendary,48,25,Sleep,Ultra Ball,Escaped
Magikarp,Common,68,35,None,Great Ball,Escaped
Bagon,Rare,5,75,None,Ultra Ball,Escaped
Dratini,Rare,62,93,None,Ultra Ball,Escaped
Scyther,Rare,69,62,Sleep,Poke Ball,Escaped
Zigzagoon,Common,58,26,Paralyze,Ultra Ball,Caught
Sentret,Common,84,8,None,Poke Ball,Escaped
Oddish,Common,84,99,None,Ultra Ball,Escaped
Chansey,Rare,18,14,None,Ultra Ball,Escaped
Aerodactyl,Rare,76,45,Paralyze,Great Ball,Escaped
Caterpie,Common,12,48,None,Great Ball,Escaped
Rattata,Common,68,58,Sleep,Ultra Ball,Caught
Larvitar,Rare,94,39,None,Poke Ball,Escaped
Poliwag,Common,55,65,None,Great Ball,Escaped
Oddish,Common,55,20,None,Ultra Ball,Caught
Pidgey,Common,37,76,None,Poke Ball,Escaped
Bagon,Rare,78,17,None,Great Ball,Escaped
Lapras,Rare,41,13,Sleep,Poke Ball,Caught
Rattata,Common,8,92,Paralyze,Ultra Ball,Caught
Zubat,Common,23,40,None,Ultra Ball,Caught
Dratini,Rare,97,48,Paralyze,Ultra Ball,Escaped
Lapras,Rare,49,71,None,Great Ball,Escaped
Geodude,Common,5,62,None,Poke Ball,Escaped
Zigzagoon,Common,66,63,None,Ultra Ball,Escaped
Pidgey,Common,84,25,None,Great Ball,Escaped
Bidoof,Common,69,6,None,Poke Ball,Escaped
Rattata,Common,61,70,None,Great Ball,Escaped
Dratini,Rare,69,10,None,Poke Ball,Escaped
Geodude,Common,40,42,Poison,Ultra Ball,Caught
Gible,Rare,79,35,None,Ultra Ball,Escaped
Larvitar,Rare,51,14,Paralyze,Ultra Ball,Caught
Dialga,Legendary,87,21,None,Great Ball,Escaped
Larvitar,Rare,31,42,Poison,Great Ball,Escaped
Lapras,Rare,22,19,Paralyze,Poke Ball,Caught
Gible,Rare,39,68,None,Poke Ball,Escaped
Bagon,Rare,70,68,None,Ultra Ball,Escaped
Pidgey,Common,13,77,None,Ultra Ball,Caught
Poliwag,Common,67,92,None,Poke Ball,Escaped
Scyther,Rare,29,88,None,Poke Ball,Escaped
Scyther,Rare,36,1,Poison,Poke Ball,Escaped
Geodude,Common,22,61,None,Ultra Ball,Escaped
Snorlax,Rare,6,62,Paralyze,Ultra Ball,Caught
Sentret,Common,77,17,None,Poke Ball,Escaped
Gyarados,Rare,33,97,None,Poke Ball,Escaped
Aerodactyl,Rare,97,56,None,Ultra Ball,Escaped
Zapdos,Legendary,86,87,None,Poke Ball,Escaped
Weedle,Common,40,100,Sleep,Great Ball,Caught
Caterpie,Common,35,23,Poison,Great Ball,Escaped
Ho-Oh,Legendary,64,80,Sleep,Great Ball,Escaped
Snorlax,Rare,96,31,Poison,Ultra Ball,Escaped
Pidgey,Common,95,77,None,Ultra Ball,Escaped
Mewtwo,Legendary,93,79,None,Great Ball,Escaped
Beldum,Rare,81,93,Paralyze,Poke Ball,Escaped
Arcanine,Rare,40,75,None,Poke Ball,Escaped
Scyther,Rare,59,24,Sleep,Ultra Ball,Caught
Lapras,Rare,37,18,Sleep,Great Ball,Caught
Gible,Rare,21,62,None,Great Ball,Escaped
Zubat,Common,89,44,Poison,Great Ball,Escaped
Larvitar,Rare,78,53,Sleep,Ultra Ball,Escaped
Beldum,Rare,38,88,None,Great Ball,Escaped
Beldum,Rare,45,28,Paralyze,Ultra Ball,Caught
Caterpie,Common,80,72,Sleep,Great Ball,Escaped
Larvitar,Rare,81,60,None,Poke Ball,Escaped
Caterpie,Common,25,1,Paralyze,Ultra Ball,Caught
Sentret,Common,26,74,Paralyze,Ultra Ball,Caught
Zigzagoon,Common,67,1,None,Poke Ball,Escaped
